"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"2001","Mężczyźni","2.1999999999999999E-2","0.02","2.5000000000000001E-2","411.4","364.5","461.4","","","",""
"2002","Kobiety","0.03","2.7E-2","3.4000000000000002E-2","590.5","528.6","661.1","","","",""
"2002","Mężczyźni","2.1999999999999999E-2","0.02","2.5000000000000001E-2","408.9","363.1","458.7","","","",""
"2003","Kobiety","2.9000000000000001E-2","2.5999999999999999E-2","3.3000000000000002E-2","580.4","518.70000000000005","650.6","","","",""
"2003","Mężczyźni","2.1999999999999999E-2","1.9E-2","2.5000000000000001E-2","405","359.3","453.8","","","",""
"2004","Kobiety","2.9000000000000001E-2","2.5999999999999999E-2","3.2000000000000001E-2","571.70000000000005","512.1","639.6","","","",""
"2004","Mężczyźni","2.1999999999999999E-2","1.9E-2","2.4E-2","402","356.7","450.2","","","",""
"2005","Kobiety","2.9000000000000001E-2","2.5999999999999999E-2","3.2000000000000001E-2","568.70000000000005","509.3","635.6","","","",""
"2005","Mężczyźni","2.1999999999999999E-2","1.9E-2","2.4E-2","401.9","356.5","449.8","","","",""
"2006","Kobiety","2.9000000000000001E-2","2.5999999999999999E-2","3.2000000000000001E-2","570.20000000000005","509.4","639.20000000000005","","","",""
"2006","Mężczyźni","2.1999999999999999E-2","1.9E-2","2.4E-2","404","359","450.8","","","",""
"2007","Kobiety","2.9000000000000001E-2","2.5999999999999999E-2","3.2000000000000001E-2","571.79999999999995","511","639.29999999999995","","","",""
"2007","Mężczyźni","2.1999999999999999E-2","0.02","2.5000000000000001E-2","406.3","360.8","454.3","","","",""
"2008","Kobiety","2.9000000000000001E-2","2.5999999999999999E-2","3.3000000000000002E-2","573.5","513.5","642.29999999999995","","","",""
"2008","Mężczyźni","2.1999999999999999E-2","0.02","2.5000000000000001E-2","408.5","362.2","457.7","","","",""
"2009","Kobiety","2.9000000000000001E-2","2.5999999999999999E-2","3.2000000000000001E-2","575.29999999999995","513.79999999999995","642.9","","","",""
"2009","Mężczyźni","2.1999999999999999E-2","0.02","2.5000000000000001E-2","410.6","364.6","459.3","","","",""
"2010","Kobiety","2.9000000000000001E-2","2.5999999999999999E-2","3.2000000000000001E-2","577.1","516.9","643.6","","","",""
"2010","Mężczyźni","2.1999999999999999E-2","0.02","2.5000000000000001E-2","412.6","366.4","462.6","","","",""
"2011","Kobiety","2.9000000000000001E-2","2.5999999999999999E-2","3.3000000000000002E-2","578.9","517.79999999999995","646","","","",""
"2011","Mężczyźni","2.1999999999999999E-2","0.02","2.5000000000000001E-2","414.3","368.2","463.3","","","",""
"2012","Kobiety","2.9000000000000001E-2","2.5999999999999999E-2","3.3000000000000002E-2","580.20000000000005","519.6","646.70000000000005","","","",""
"2012","Mężczyźni","2.1999999999999999E-2","0.02","2.5000000000000001E-2","415.2","368.8","465.2","","","",""
"2013","Kobiety","2.9000000000000001E-2","2.5999999999999999E-2","3.3000000000000002E-2","581.29999999999995","520.1","647.29999999999995","","","",""
"2013","Mężczyźni","2.1999999999999999E-2","0.02","2.5000000000000001E-2","415.9","369.7","465.5","","","",""
"2014","Kobiety","2.9000000000000001E-2","2.5999999999999999E-2","3.3000000000000002E-2","582.29999999999995","520","648.5","","","",""
"2014","Mężczyźni","2.1999999999999999E-2","0.02","2.5000000000000001E-2","416.7","371","466","","","",""
"2015","Kobiety","2.9000000000000001E-2","2.5999999999999999E-2","3.3000000000000002E-2","583.1","520.29999999999995","649.5","","","",""
"2015","Mężczyźni","2.1999999999999999E-2","0.02","2.5000000000000001E-2","417.5","370.9","467.7","","","",""
"2016","Kobiety","2.9000000000000001E-2","2.5999999999999999E-2","3.3000000000000002E-2","583.6","520.79999999999995","650.29999999999995","","","",""
"2016","Mężczyźni","2.1999999999999999E-2","0.02","2.5000000000000001E-2","418.6","371.1","469.3","","","",""
"2017","Kobiety","2.9000000000000001E-2","2.5999999999999999E-2","3.3000000000000002E-2","584.70000000000005","523.29999999999995","650.6","","","",""
"2017","Mężczyźni","2.3E-2","0.02","2.5000000000000001E-2","420.3","372.6","471","","","",""
"2018","Kobiety","0.03","2.7E-2","3.4000000000000002E-2","602.79999999999995","540.20000000000005","672.2","","","",""
"2018","Mężczyźni","2.3E-2","0.02","2.5999999999999999E-2","429.9","381.7","481.9","","","",""
"2019","Kobiety","3.2000000000000001E-2","2.9000000000000001E-2","3.5999999999999997E-2","641.1","574.20000000000005","714.3","","","",""
"2019","Mężczyźni","2.4E-2","2.1000000000000001E-2","2.7E-2","448.9","398.8","503.9","","","",""
"Źródło: opracowanie własne na podstawie danych Institute for Health Metrics and Evaluation (IHME)","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Wykres 1.3a: Odsetek osób chorych na depresję (F32, F33, F34.1 wg ICD-10) w wybranych krajach europejskich – kobiety (2019)","","","","","","","","","","",""
"Kraj","Odsetek ludności","Dolny przedział ufności odsetka ludności","Górny przedział ufności odsetka ludności","","","","","","","",""
"Grecja","7.4999999999999997E-2","6.5000000000000002E-2","8.5999999999999993E-2","","","","","","","",""
"Hiszpania","7.3999999999999996E-2","6.7000000000000004E-2","8.1000000000000003E-2","","","","","","","",""
"Portugalia","7.1999999999999995E-2","6.3E-2","8.4000000000000005E-2","","","","","","","",""
"Szwecja","6.2E-2","5.6000000000000001E-2","6.8000000000000005E-2","","","","","","","",""
"Litwa","6.0999999999999999E-2","5.3999999999999999E-2","7.0000000000000007E-2","","","","","","","",""
"Estonia","0.06","5.1999999999999998E-2","6.8000000000000005E-2","","","","","","","",""
"Łotwa","5.8000000000000003E-2","5.0999999999999997E-2","6.5000000000000002E-2","","","","","","","",""
"Włochy","5.6000000000000001E-2","5.0999999999999997E-2","6.2E-2","","","","","","","",""
"Finlandia","5.6000000000000001E-2","0.05","6.3E-2","","","","","","","",""
"Irlandia","5.5E-2","4.9000000000000002E-2","6.2E-2","","","","","","","",""
"Słowenia","5.5E-2","4.8000000000000001E-2","6.3E-2","","","","","","","",""
"Francja","5.5E-2","4.8000000000000001E-2","6.2E-2","","","","","","","",""
"Wielka Brytania","5.3999999999999999E-2","4.9000000000000002E-2","0.06","","","","","","","",""
"Szwajcaria","5.3999999999999999E-2","4.8000000000000001E-2","6.0999999999999999E-2","","","","","","","",""
"Unia Europejska","5.3999999999999999E-2","4.8000000000000001E-2","5.8999999999999997E-2","","","","","","","",""
"Dania","5.2999999999999999E-2","4.5999999999999999E-2","0.06","","","","","","","",""
"Chorwacja","5.0999999999999997E-2","4.3999999999999997E-2","5.8999999999999997E-2","","","","","","","",""
"Holandia","5.0999999999999997E-2","4.3999999999999997E-2","5.8000000000000003E-2","","","","","","","",""
"Niemcy","4.9000000000000002E-2","4.2999999999999997E-2","5.6000000000000001E-2","","","","","","","",""
"Belgia","4.9000000000000002E-2","4.2999999999999997E-2","5.6000000000000001E-2","","","","","","","",""
"Czechy","4.8000000000000001E-2","4.2000000000000003E-2","5.5E-2","","","","","","","",""
"Węgry","4.8000000000000001E-2","4.1000000000000002E-2","5.5E-2","","","","","","","",""
"Bułgaria","4.7E-2","4.1000000000000002E-2","5.3999999999999999E-2","","","","","","","",""
"Austria","4.7E-2","4.1000000000000002E-2","5.2999999999999999E-2","","","","","","","",""
"Malta","4.7E-2","0.04","5.3999999999999999E-2","","","","","","","",""
"Luksemburg","4.5999999999999999E-2","4.1000000000000002E-2","5.1999999999999998E-2","","","","","","","",""
"Cypr","4.5999999999999999E-2","3.9E-2","5.3999999999999999E-2","","","","","","","",""
"Słowacja","4.5999999999999999E-2","0.04","5.2999999999999999E-2","","","","","","","",""
"Norwegia","4.2999999999999997E-2","3.9E-2","4.8000000000000001E-2","","","","","","","",""
"Rumunia","4.2999999999999997E-2","3.6999999999999998E-2","0.05","","","","","","","",""
"Islandia","4.1000000000000002E-2","3.5999999999999997E-2","4.7E-2","","","","","","","",""
"Polska","3.2000000000000001E-2","2.9000000000000001E-2","3.5999999999999997E-2","","","","","","","",""
"Źródło: opracowanie własne na podstawie danych Institute for Health Metrics and Evaluation (IHME)","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Wykres 1.3b: Odsetek osób chorych na depresję (F32, F33, F34.1 wg ICD-10) w wybranych krajach europejskich – mężczyźni (2019)","","","","","","","","","","",""
"Kraj","Odsetek ludności","Dolny przedział ufności odsetka ludności","Górny przedział ufności odsetka ludności","","","","","","","",""
"Grecja","4.9000000000000002E-2","4.2000000000000003E-2","5.6000000000000001E-2","","","","","","","",""
"Litwa","4.1000000000000002E-2","3.5999999999999997E-2","4.7E-2","","","","","","","",""
"Wielka Brytania","0.04","3.5999999999999997E-2","4.4999999999999998E-2","","","","","","","",""
"Hiszpania","3.9E-2","3.5000000000000003E-2","4.3999999999999997E-2","","","","","","","",""
"Łotwa","3.9E-2","3.4000000000000002E-2","4.4999999999999998E-2","","","","","","","",""
"Portugalia","3.9E-2","3.4000000000000002E-2","4.4999999999999998E-2","","","","","","","",""
"Finlandia","3.7999999999999999E-2","3.4000000000000002E-2","4.3999999999999997E-2","","","","","","","",""
"Irlandia","3.6999999999999998E-2","3.3000000000000002E-2","4.2000000000000003E-2","","","","","","","",""
"Estonia","3.5999999999999997E-2","3.1E-2","4.2000000000000003E-2","","","","","","","",""
"Szwajcaria","3.5000000000000003E-2","3.1E-2","0.04","","","","","","","",""
"Francja","3.3000000000000002E-2","2.9000000000000001E-2","3.7999999999999999E-2","","","","","","","",""
"Unia Europejska","3.3000000000000002E-2","0.03","3.6999999999999998E-2","","","","","","","",""
"Niemcy","3.3000000000000002E-2","2.9000000000000001E-2","3.6999999999999998E-2","","","","","","","",""
"Belgia","3.3000000000000002E-2","2.9000000000000001E-2","3.6999999999999998E-2","","","","","","","",""
"Szwecja","3.3000000000000002E-2","2.9000000000000001E-2","3.5999999999999997E-2","","","","","","","",""
"Holandia","3.2000000000000001E-2","2.9000000000000001E-2","3.6999999999999998E-2","","","","","","","",""
"Włochy","3.2000000000000001E-2","2.9000000000000001E-2","3.5999999999999997E-2","","","","","","","",""
"Dania","0.03","2.5999999999999999E-2","3.5000000000000003E-2","","","","","","","",""
"Norwegia","0.03","2.7E-2","3.4000000000000002E-2","","","","","","","",""
"Luksemburg","0.03","2.5999999999999999E-2","3.4000000000000002E-2","","","","","","","",""
"Malta","2.8000000000000001E-2","2.5000000000000001E-2","3.3000000000000002E-2","","","","","","","",""
"Austria","2.8000000000000001E-2","2.4E-2","3.3000000000000002E-2","","","","","","","",""
"Chorwacja","2.7E-2","2.4E-2","3.2000000000000001E-2","","","","","","","",""
"Słowenia","2.7E-2","2.3E-2","3.1E-2","","","","","","","",""
"Cypr","2.5999999999999999E-2","2.3E-2","3.1E-2","","","","","","","",""
"Węgry","2.5999999999999999E-2","2.1999999999999999E-2","0.03","","","","","","","",""
"Islandia","2.5000000000000001E-2","2.1999999999999999E-2","2.9000000000000001E-2","","","","","","","",""
"Czechy","2.5000000000000001E-2","2.1000000000000001E-2","2.9000000000000001E-2","","","","","","","",""
"Polska","2.4E-2","2.1000000000000001E-2","2.7E-2","","","","","","","",""
"Rumunia","2.4E-2","0.02","2.8000000000000001E-2","","","","","","","",""
"Bułgaria","2.4E-2","0.02","2.8000000000000001E-2","","","","","","","",""
"Słowacja","2.1999999999999999E-2","1.9E-2","2.5999999999999999E-2","","","","","","","",""
"Źródło: opracowanie własne na podstawie danych Institute for Health Metrics and Evaluation (IHME)","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Wykres 1.4: Udział DALY (utracone lata życia z powodu choroby skorygowane niesprawnością) z powodu depresji (F32, F33, F34.1 wg ICD-10) wśród DALY z powodu wszystkich chorób w wybranych krajach europejskich (2019)","","","","","","","","","","",""
"Kraj","Odsetek","Dolny przedział ufności odsetka","Górny przedział ufności odsetka","","","","","","","",""
"Hiszpania","3.6999999999999998E-2","3.6999999999999998E-2","3.6999999999999998E-2","","","","","","","",""
"Grecja","3.4000000000000002E-2","3.4000000000000002E-2","3.4000000000000002E-2","","","","","","","",""
"Irlandia","3.4000000000000002E-2","3.4000000000000002E-2","3.4000000000000002E-2","","","","","","","",""
"Portugalia","3.2000000000000001E-2","3.2000000000000001E-2","3.2000000000000001E-2","","","","","","","",""
"Szwecja","0.03","0.03","0.03","","","","","","","",""
"Szwajcaria","2.9000000000000001E-2","2.9000000000000001E-2","2.9000000000000001E-2","","","","","","","",""
"Francja","2.8000000000000001E-2","2.8000000000000001E-2","2.8000000000000001E-2","","","","","","","",""
"Wielka Brytania","2.8000000000000001E-2","2.8000000000000001E-2","2.8000000000000001E-2","","","","","","","",""
"Finlandia","2.7E-2","2.7E-2","2.7E-2","","","","","","","",""
"Luksemburg","2.5999999999999999E-2","2.5999999999999999E-2","2.5999999999999999E-2","","","","","","","",""
"Holandia","2.5000000000000001E-2","2.5000000000000001E-2","2.5000000000000001E-2","","","","","","","",""
"Włochy","2.5000000000000001E-2","2.5000000000000001E-2","2.5000000000000001E-2","","","","","","","",""
"Cypr","2.4E-2","2.4E-2","2.4E-2","","","","","","","",""
"Unia Europejska","2.4E-2","2.4E-2","2.4E-2","","","","","","","",""
"Estonia","2.4E-2","2.4E-2","2.4E-2","","","","","","","",""
"Islandia","2.4E-2","2.4E-2","2.4E-2","","","","","","","",""
"Dania","2.4E-2","2.4E-2","2.4E-2","","","","","","","",""
"Norwegia","2.4E-2","2.4E-2","2.4E-2","","","","","","","",""
"Belgia","2.4E-2","2.4E-2","2.4E-2","","","","","","","",""
"Litwa","2.3E-2","2.3E-2","2.3E-2","","","","","","","",""
"Słowenia","2.3E-2","2.3E-2","2.3E-2","","","","","","","",""
"Malta","2.1999999999999999E-2","2.1999999999999999E-2","2.1999999999999999E-2","","","","","","","",""
"Austria","2.1999999999999999E-2","2.1999999999999999E-2","2.1999999999999999E-2","","","","","","","",""
"Niemcy","2.1999999999999999E-2","2.1999999999999999E-2","2.1999999999999999E-2","","","","","","","",""
"Łotwa","2.1000000000000001E-2","2.1000000000000001E-2","2.1000000000000001E-2","","","","","","","",""
"Chorwacja","1.9E-2","1.9E-2","1.9E-2","","","","","","","",""
"Czechy","1.7999999999999999E-2","1.7999999999999999E-2","1.7999999999999999E-2","","","","","","","",""
"Słowacja","1.7000000000000001E-2","1.7000000000000001E-2","1.7000000000000001E-2","","","","","","","",""
"Węgry","1.6E-2","1.6E-2","1.6E-2","","","","","","","",""
"Rumunia","1.4E-2","1.4E-2","1.4E-2","","","","","","","",""
"Polska","1.2999999999999999E-2","1.2999999999999999E-2","1.2999999999999999E-2","","","","","","","",""
"Bułgaria","1.2E-2","1.2E-2","1.2E-2","","","","","","","",""
"Źródło: opracowanie własne na podstawie danych Institute for Health Metrics and Evaluation (IHME)","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Tabela 2.1: Struktura wieku i płci pacjentów, którym udzielono świadczenia z rozpoznaniem głównym lub współistniejącym depresji—F31.3–F31.6, F32, F33, F34.1, F34.8, F34.9, F38, F39 (2013–2023)","","","","","","","","","","",""
"Rok","Łącznie (tys.)","0-17","18-34","35-44","45-54","55-64","65-74","75+","% kobiet","",""
"2013","619.33000000000004","1.2E-2","0.127","0.14799999999999999","0.20300000000000001","0.26200000000000001","0.13400000000000001","0.113","0.73899999999999999","",""
"2014","632.35","1.4E-2","0.127","0.15","0.19400000000000001","0.26100000000000001","0.13900000000000001","0.115","0.73899999999999999","",""
"2015","631.26","1.4E-2","0.126","0.151","0.187","0.26","0.14599999999999999","0.11600000000000001","0.73799999999999999","",""
"2016","634.65","1.4999999999999999E-2","0.124","0.15","0.182","0.254","0.154","0.121","0.73699999999999999","",""
"2017","633.52","1.6E-2","0.123","0.14799999999999999","0.17899999999999999","0.247","0.16400000000000001","0.123","0.73599999999999999","",""
"2018","631.80999999999995","0.02","0.124","0.14599999999999999","0.17699999999999999","0.23499999999999999","0.17299999999999999","0.125","0.73299999999999998","",""
