"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration"
52,"technician","married","unknown","no",7,"no","no","unknown",6,"may",203
50,"management","married","tertiary","no",0,"no","no","unknown",6,"may",326
58,"retired","married","tertiary","no",0,"no","no","unknown",6,"may",393
46,"blue-collar","divorced","primary","no",1927,"yes","no","unknown",6,"may",241
38,"technician","married","secondary","no",284,"yes","no","unknown",6,"may",483
46,"blue-collar","married","secondary","no",1660,"yes","no","unknown",6,"may",259
32,"services","single","secondary","no",406,"yes","no","unknown",6,"may",227
51,"blue-collar","married","primary","no",230,"yes","no","unknown",6,"may",673
39,"admin.","single","secondary","no",-25,"yes","no","unknown",6,"may",576
48,"admin.","married","secondary","no",182,"yes","no","unknown",6,"may",180
36,"entrepreneur","married","tertiary","no",1169,"yes","no","unknown",6,"may",168
34,"admin.","divorced","secondary","no",67,"yes","no","unknown",6,"may",90
40,"technician","married","secondary","no",77,"no","no","unknown",6,"may",505
43,"unemployed","married","secondary","no",0,"yes","no","unknown",6,"may",245
52,"blue-collar","divorced","primary","no",55,"yes","yes","unknown",6,"may",186
33,"technician","married","secondary","yes",72,"yes","no","unknown",6,"may",623
49,"management","single","tertiary","no",163,"yes","no","unknown",6,"may",496
32,"management","single","tertiary","no",151,"yes","no","unknown",6,"may",118
39,"admin.","single","secondary","no",113,"yes","no","unknown",6,"may",342
40,"blue-collar","married","secondary","no",0,"yes","no","unknown",6,"may",225
38,"technician","single","tertiary","no",9,"yes","no","unknown",6,"may",185
43,"management","married","secondary","no",375,"yes","no","unknown",6,"may",196
39,"services","married","secondary","no",1142,"yes","no","unknown",6,"may",276
54,"blue-collar","married","primary","no",2102,"yes","no","unknown",6,"may",76
38,"technician","single","tertiary","no",4325,"yes","no","unknown",6,"may",87
40,"blue-collar","married","secondary","no",217,"yes","no","unknown",6,"may",195
55,"admin.","married","secondary","no",131,"yes","no","unknown",6,"may",744
42,"management","married","tertiary","no",1680,"yes","no","unknown",6,"may",765
39,"blue-collar","married","secondary","no",0,"yes","no","unknown",6,"may",262
40,"blue-collar","married","primary","no",46,"yes","no","unknown",6,"may",119
32,"blue-collar","married","secondary","no",320,"yes","no","unknown",6,"may",198
55,"admin.","married","secondary","no",183,"yes","no","unknown",6,"may",150
45,"blue-collar","married","secondary","no",39,"no","no","unknown",6,"may",241
35,"management","single","tertiary","no",560,"yes","no","unknown",6,"may",181
58,"technician","divorced","secondary","no",469,"no","no","unknown",6,"may",196
35,"admin.","married","secondary","no",530,"yes","no","unknown",6,"may",149
49,"services","married","primary","no",61,"yes","no","unknown",6,"may",246
34,"technician","single","tertiary","no",242,"yes","no","unknown",6,"may",112
36,"blue-collar","married","secondary","no",139,"yes","no","unknown",6,"may",309
24,"self-employed","single","secondary","no",0,"yes","no","unknown",6,"may",278
34,"technician","married","secondary","no",367,"yes","no","unknown",6,"may",140
51,"admin.","divorced","secondary","no",228,"yes","no","unknown",6,"may",136
39,"technician","single","unknown","no",45248,"yes","no","unknown",6,"may",1623
50,"self-employed","married","unknown","no",-84,"yes","no","unknown",6,"may",101
32,"services","single","secondary","no",310,"yes","no","unknown",6,"may",144
42,"blue-collar","married","unknown","no",132,"yes","no","unknown",6,"may",238
50,"technician","married","secondary","no",797,"yes","no","unknown",6,"may",354
40,"services","married","secondary","no",71,"no","no","unknown",6,"may",79
46,"management","divorced","unknown","no",2,"yes","no","unknown",6,"may",187
37,"management","married","tertiary","no",231,"yes","yes","unknown",6,"may",451
34,"blue-collar","married","secondary","no",270,"yes","yes","unknown",6,"may",159
44,"blue-collar","married","secondary","no",274,"yes","yes","unknown",6,"may",409
40,"admin.","single","secondary","no",-109,"yes","yes","unknown",6,"may",170
37,"technician","married","secondary","no",1,"yes","no","unknown",6,"may",608
33,"blue-collar","single","secondary","yes",-60,"no","no","unknown",6,"may",243
35,"blue-collar","married","secondary","no",89,"yes","no","unknown",6,"may",145
58,"blue-collar","divorced","secondary","no",-11,"no","no","unknown",6,"may",112
39,"blue-collar","married","primary","no",0,"yes","no","unknown",6,"may",262
43,"blue-collar","married","secondary","no",-509,"yes","no","unknown",6,"may",124
39,"unemployed","married","primary","no",408,"yes","no","unknown",6,"may",53
36,"services","single","primary","no",58,"yes","no","unknown",6,"may",134
57,"retired","single","secondary","no",1640,"no","yes","unknown",6,"may",204
36,"admin.","single","secondary","no",20,"yes","no","unknown",6,"may",186
50,"blue-collar","married","primary","no",71,"yes","no","unknown",6,"may",678
55,"blue-collar","married","secondary","no",52,"yes","no","unknown",6,"may",182
44,"self-employed","married","tertiary","no",292,"yes","no","unknown",6,"may",162
44,"services","divorced","secondary","no",424,"yes","no","unknown",6,"may",27
39,"housemaid","single","primary","no",109,"yes","no","unknown",6,"may",699
46,"blue-collar","married","unknown","no",1044,"yes","no","unknown",6,"may",43
39,"blue-collar","married","secondary","no",983,"yes","no","unknown",6,"may",97
34,"admin.","married","secondary","no",869,"no","no","unknown",6,"may",1677
40,"blue-collar","married","primary","no",668,"yes","no","unknown",6,"may",283
50,"management","married","tertiary","no",964,"yes","no","unknown",6,"may",323
31,"management","single","secondary","no",301,"yes","no","unknown",6,"may",82
37,"admin.","single","secondary","no",140,"yes","no","unknown",6,"may",310
39,"management","single","secondary","no",1877,"yes","no","unknown",6,"may",185
51,"blue-collar","married","primary","no",1127,"yes","no","unknown",6,"may",47
41,"technician","married","secondary","no",871,"yes","no","unknown",6,"may",145
41,"technician","married","secondary","no",767,"yes","yes","unknown",6,"may",204
43,"blue-collar","married","secondary","no",0,"no","no","unknown",6,"may",187
30,"services","single","secondary","no",209,"yes","no","unknown",6,"may",30
54,"management","divorced","primary","no",0,"no","no","unknown",6,"may",472
43,"blue-collar","divorced","secondary","no",110,"yes","yes","unknown",6,"may",448
59,"management","divorced","tertiary","no",-76,"yes","yes","unknown",6,"may",264
47,"technician","married","unknown","no",178,"yes","no","unknown",6,"may",169
40,"blue-collar","married","primary","no",-66,"yes","no","unknown",6,"may",288
32,"technician","married","secondary","no",0,"yes","no","unknown",6,"may",176
29,"blue-collar","married","secondary","no",1,"yes","no","unknown",6,"may",215
36,"blue-collar","married","secondary","no",0,"yes","no","unknown",6,"may",337
55,"unemployed","married","tertiary","no",5345,"no","no","unknown",6,"may",278
30,"blue-collar","divorced","secondary","no",-209,"yes","no","unknown",6,"may",188
39,"admin.","single","secondary","no",0,"yes","no","unknown",6,"may",174
39,"blue-collar","divorced","secondary","no",42,"yes","no","unknown",6,"may",226
50,"blue-collar","divorced","secondary","no",41,"yes","no","unknown",6,"may",190
44,"blue-collar","married","secondary","no",-99,"yes","no","unknown",6,"may",111
37,"technician","single","secondary","no",17,"yes","no","unknown",6,"may",164
46,"admin.","married","primary","no",276,"yes","yes","unknown",6,"may",157
32,"technician","single","unknown","no",-170,"no","no","unknown",6,"may",46
37,"management","single","tertiary","no",230,"yes","yes","unknown",6,"may",374
29,"blue-collar","married","secondary","no",9,"yes","no","unknown",6,"may",349
41,"blue-collar","married","secondary","no",946,"yes","no","unknown",6,"may",325
45,"blue-collar","married","primary","no",1297,"yes","no","unknown",6,"may",233
57,"retired","divorced","secondary","no",-331,"yes","no","unknown",6,"may",531
48,"blue-collar","single","secondary","no",44,"yes","no","unknown",6,"may",153
60,"retired","married","secondary","yes",15,"no","no","unknown",6,"may",80
26,"admin.","single","secondary","no",712,"yes","no","unknown",6,"may",232
58,"retired","married","secondary","no",5435,"yes","no","unknown",6,"may",118
34,"admin.","married","secondary","no",507,"yes","no","unknown",6,"may",190
55,"unemployed","divorced","secondary","no",387,"yes","no","unknown",6,"may",918
41,"blue-collar","married","primary","no",0,"yes","yes","unknown",6,"may",238
50,"management","divorced","secondary","no",1716,"yes","no","unknown",6,"may",82
49,"entrepreneur","married","secondary","no",167,"yes","yes","unknown",6,"may",198
44,"admin.","married","unknown","no",40,"no","yes","unknown",6,"may",160
44,"blue-collar","married","primary","no",148,"yes","no","unknown",6,"may",211
31,"technician","married","secondary","no",17,"yes","yes","unknown",6,"may",120
34,"blue-collar","single","tertiary","no",1011,"yes","no","unknown",6,"may",136
46,"management","single","unknown","no",1527,"yes","no","unknown",6,"may",269
42,"management","married","tertiary","no",744,"no","no","unknown",6,"may",157
52,"admin.","married","secondary","no",484,"yes","no","unknown",6,"may",128
29,"management","single","tertiary","no",0,"yes","no","unknown",6,"may",211
53,"retired","married","primary","no",136,"yes","no","unknown",6,"may",267
43,"blue-collar","married","secondary","no",1335,"yes","no","unknown",6,"may",371
38,"management","married","secondary","no",517,"yes","no","unknown",6,"may",288
46,"management","married","tertiary","no",459,"yes","no","unknown",6,"may",221
48,"management","divorced","unknown","no",549,"yes","no","unknown",6,"may",427
30,"admin.","divorced","secondary","no",83,"yes","yes","unknown",6,"may",310
44,"blue-collar","married","primary","no",213,"no","no","unknown",6,"may",158
31,"housemaid","married","primary","no",203,"yes","no","unknown",6,"may",604
42,"services","single","secondary","no",518,"yes","no","unknown",6,"may",198
40,"management","single","tertiary","no",3877,"yes","no","unknown",6,"may",145
52,"admin.","married","secondary","no",1236,"yes","no","unknown",6,"may",247
45,"blue-collar","divorced","secondary","no",756,"yes","no","unknown",6,"may",179
48,"blue-collar","married","secondary","no",157,"yes","no","unknown",6,"may",73
45,"blue-collar","married","primary","no",-66,"yes","no","unknown",6,"may",263
34,"blue-collar","married","unknown","no",245,"yes","no","unknown",6,"may",13
34,"blue-collar","married","primary","no",-144,"yes","no","unknown",6,"may",79
46,"blue-collar","married","secondary","no",71,"yes","no","unknown",6,"may",416
49,"services","divorced","secondary","no",505,"yes","no","unknown",6,"may",162
50,"technician","married","primary","no",249,"yes","no","unknown",6,"may",129
34,"admin.","single","secondary","no",0,"yes","no","unknown",6,"may",150
40,"unemployed","single","secondary","no",11,"yes","no","unknown",6,"may",43
36,"admin.","married","secondary","no",639,"yes","no","unknown",6,"may",191
59,"blue-collar","divorced","unknown","no",124,"yes","no","unknown",6,"may",26
45,"blue-collar","married","secondary","no",82,"yes","no","unknown",6,"may",250
36,"self-employed","married","tertiary","no",107,"yes","no","unknown",6,"may",146
56,"services","married","secondary","no",473,"yes","no","unknown",6,"may",416
42,"services","divorced","secondary","no",372,"yes","yes","unknown",6,"may",121
30,"admin.","married","secondary","no",46,"yes","no","unknown",6,"may",114
30,"student","single","tertiary","no",34,"yes","no","unknown",6,"may",289
47,"self-employed","married","unknown","no",935,"yes","no","unknown",6,"may",225
33,"blue-collar","married","secondary","no",-10,"yes","no","unknown",6,"may",123
36,"admin.","married","secondary","no",-106,"yes","no","unknown",6,"may",130
39,"services","divorced","primary","no",471,"yes","no","unknown",6,"may",161
56,"admin.","divorced","secondary","no",778,"yes","no","unknown",6,"may",149
39,"blue-collar","divorced","unknown","no",170,"yes","no","unknown",6,"may",268
42,"technician","married","secondary","no",315,"yes","no","unknown",6,"may",259
52,"blue-collar","married","secondary","no",3165,"no","no","unknown",6,"may",26
36,"admin.","divorced","secondary","no",131,"yes","no","unknown",6,"may",153
35,"entrepreneur","married","secondary","yes",204,"yes","no","unknown",6,"may",424
47,"technician","married","secondary","no",83,"yes","no","unknown",6,"may",179
59,"services","divorced","secondary","no",0,"yes","yes","unknown",6,"may",97
57,"blue-collar","married","primary","no",5431,"yes","yes","unknown",6,"may",383
38,"management","married","unknown","no",1759,"yes","no","unknown",6,"may",440
